Date,Time_Hour,Week_Day,Month,Passengers,Transport_Type,Route_Line,Origin_Start_Location,Destination_End_Location,Occupancy_Rate
2024-05-03,12,Friday,May,28,Bus,B102,Museum Plaza,Airport Hub,0.56
2024-05-03,13,Friday,May,325,Train,T51,Museum Plaza,University Campus,0.722
2024-05-03,14,Friday,May,29,Bus,B101,Central Station,Museum Plaza,0.58
2024-05-03,15,Friday,May,29,Bus,B101,Airport Hub,Central Station,0.58
2024-05-03,16,Friday,May,34,Bus,B106,Airport Hub,Central Station,0.68
2024-05-03,17,Friday,May,48,Bus,B105,Central Station,Financial District,0.96
2024-05-03,18,Friday,May,905,Metro,M1,University Campus,Financial District,1.0
2024-05-03,19,Friday,May,513,Metro,M2,Financial District,Tech Park,0.641
2024-05-03,20,Friday,May,338,Metro,M1,Tech Park,Airport Hub,0.422
2024-05-03,21,Friday,May,224,Metro,M2,Tech Park,Airport Hub,0.28
2024-05-03,22,Friday,May,21,Metro,M3,Museum Plaza,Tech Park,0.026
2024-05-03,23,Friday,May,237,Train,T51,Tech Park,Airport Hub,0.527
2024-05-04,0,Saturday,May,24,Bus,B105,Tech Park,Museum Plaza,0.48
2024-05-04,1,Saturday,May,293,Metro,M1,Museum Plaza,Airport Hub,0.366
2024-05-04,2,Saturday,May,505,Metro,M3,University Campus,Suburban Terminal,0.631
2024-05-04,3,Saturday,May,251,Metro,M3,Financial District,Airport Hub,0.314
2024-05-04,4,Saturday,May,17,Bus,B101,University Campus,Financial District,0.34
2024-05-04,5,Saturday,May,18,Bus,B102,Airport Hub,Suburban Terminal,0.36
2024-05-04,6,Saturday,May,247,Metro,M3,Suburban Terminal,Airport Hub,0.309
2024-05-04,7,Saturday,May,24,Bus,B106,University Campus,Museum Plaza,0.48
2024-05-04,8,Saturday,May,318,Metro,M3,Central Station,Financial District,0.398
2024-05-04,9,Saturday,May,324,Metro,M1,Tech Park,Airport Hub,0.405
2024-05-04,10,Saturday,May,16,Bus,B101,Tech Park,Suburban Terminal,0.32
2024-05-04,11,Saturday,May,28,Bus,B104,Airport Hub,Central Station,0.56
2024-05-04,12,Saturday,May,395,Metro,M1,Financial District,Tech Park,0.494
2024-05-04,13,Saturday,May,33,Bus,B104,Tech Park,University Campus,0.66
2024-05-04,14,Saturday,May,23,Bus,B105,Museum Plaza,Tech Park,0.46
2024-05-04,15,Saturday,May,499,Metro,M2,University Campus,Museum Plaza,0.624
2024-05-04,16,Saturday,May,42,Tram,R11,Tech Park,Airport Hub,0.28
2024-05-04,17,Saturday,May,424,Metro,M1,Suburban Terminal,Tech Park,0.53
2024-05-04,18,Saturday,May,23,Bus,B104,Suburban Terminal,Financial District,0.46
2024-05-04,19,Saturday,May,165,Train,T52,Central Station,Tech Park,0.367
2024-05-04,20,Saturday,May,180,Metro,M1,Airport Hub,Suburban Terminal,0.225
2024-05-04,21,Saturday,May,22,Bus,B104,University Campus,Suburban Terminal,0.44
2024-05-04,22,Saturday,May,23,Bus,B105,Financial District,Tech Park,0.46
2024-05-04,23,Saturday,May,11,Bus,B101,University Campus,Museum Plaza,0.22
2024-05-05,0,Sunday,May,14,Bus,B102,Suburban Terminal,Financial District,0.28
2024-05-05,1,Sunday,May,432,Metro,M1,Financial District,Suburban Terminal,0.54
2024-05-05,2,Sunday,May,17,Bus,B103,Museum Plaza,Central Station,0.34
2024-05-05,3,Sunday,May,24,Bus,B106,Airport Hub,Central Station,0.48
2024-05-05,4,Sunday,May,217,Metro,M1,University Campus,Suburban Terminal,0.271
2024-05-05,5,Sunday,May,236,Metro,M2,Airport Hub,Suburban Terminal,0.295
2024-05-05,6,Sunday,May,26,Bus,B102,Suburban Terminal,Central Station,0.52
2024-05-05,7,Sunday,May,18,Bus,B101,Central Station,University Campus,0.36
2024-05-05,8,Sunday,May,19,Bus,B105,Tech Park,Suburban Terminal,0.38
2024-05-05,9,Sunday,May,202,Metro,M2,Central Station,University Campus,0.252
2024-05-05,10,Sunday,May,13,Bus,B105,Tech Park,University Campus,0.26
2024-05-05,11,Sunday,May,13,Bus,B105,Suburban Terminal,University Campus,0.26
2024-05-05,12,Sunday,May,711,Metro,M3,Central Station,Airport Hub,0.889
2024-05-05,13,Sunday,May,253,Metro,M1,Museum Plaza,University Campus,0.316
2024-05-05,14,Sunday,May,35,Bus,B106,Suburban Terminal,Financial District,0.7
2024-05-05,15,Sunday,May,14,Bus,B102,University Campus,Financial District,0.28
2024-05-05,16,Sunday,May,321,Metro,M3,Tech Park,Airport Hub,0.401
2024-05-05,17,Sunday,May,0,Metro,M2,Central Station,University Campus,0.0
2024-05-05,18,Sunday,May,20,Bus,B105,University Campus,Financial District,0.4
2024-05-05,19,Sunday,May,230,Metro,M1,Airport Hub,Financial District,0.288
2024-05-05,20,Sunday,May,38,Tram,R11,Suburban Terminal,University Campus,0.253
2024-05-05,21,Sunday,May,272,Metro,M2,University Campus,Airport Hub,0.34
2024-05-05,22,Sunday,May,235,Train,T50,Tech Park,Museum Plaza,0.522
2024-05-05,23,Sunday,May,22,Bus,B103,University Campus,Central Station,0.44
2024-05-06,0,Monday,May,12,Bus,B101,Central Station,Financial District,0.24
2024-05-06,1,Monday,May,17,Bus,B103,Suburban Terminal,Airport Hub,0.34
2024-05-06,2,Monday,May,482,Metro,M3,Tech Park,University Campus,0.602
2024-05-06,3,Monday,May,18,Bus,B101,Central Station,Museum Plaza,0.36
2024-05-06,4,Monday,May,80,Metro,M3,Tech Park,Suburban Terminal,0.1
2024-05-06,5,Monday,May,449,Metro,M1,Financial District,Suburban Terminal,0.561
2024-05-06,6,Monday,May,41,Bus,B104,Tech Park,Central Station,0.82
2024-05-06,7,Monday,May,698,Metro,M1,Tech Park,Financial District,0.872
2024-05-06,8,Monday,May,164,Tram,R11,Airport Hub,Financial District,1.0
2024-05-06,9,Monday,May,33,Bus,B105,Museum Plaza,Suburban Terminal,0.66
2024-05-06,10,Monday,May,232,Train,T52,Financial District,Airport Hub,0.516
2024-05-06,11,Monday,May,438,Metro,M1,Central Station,Tech Park,0.548
2024-05-06,12,Monday,May,21,Bus,B101,Central Station,University Campus,0.42
2024-05-06,13,Monday,May,95,Tram,R12,Central Station,Airport Hub,0.633
2024-05-06,14,Monday,May,30,Bus,B103,Tech Park,Airport Hub,0.6
2024-05-06,15,Monday,May,315,Train,T50,Museum Plaza,Financial District,0.7
2024-05-06,16,Monday,May,151,Tram,R12,Airport Hub,Suburban Terminal,1.0
2024-05-06,17,Monday,May,36,Bus,B103,Tech Park,University Campus,0.72
2024-05-06,18,Monday,May,46,Bus,B102,Museum Plaza,University Campus,0.92
2024-05-06,19,Monday,May,613,Metro,M3,Airport Hub,University Campus,0.766
2024-05-06,20,Monday,May,143,Train,T50,Suburban Terminal,University Campus,0.318
2024-05-06,21,Monday,May,19,Bus,B101,Financial District,Airport Hub,0.38
2024-05-06,22,Monday,May,8,Bus,B101,Museum Plaza,University Campus,0.16
2024-05-06,23,Monday,May,174,Train,T50,Financial District,Tech Park,0.387
2024-05-07,0,Tuesday,May,11,Bus,B106,Central Station,University Campus,0.22
2024-05-07,1,Tuesday,May,176,Metro,M2,Financial District,Museum Plaza,0.22
2024-05-07,2,Tuesday,May,80,Train,T50,Suburban Terminal,Central Station,0.178
2024-05-07,3,Tuesday,May,23,Bus,B105,Airport Hub,University Campus,0.46
2024-05-07,4,Tuesday,May,402,Metro,M3,Museum Plaza,Airport Hub,0.502
2024-05-07,5,Tuesday,May,57,Tram,R13,Museum Plaza,University Campus,0.38
2024-05-07,6,Tuesday,May,38,Bus,B102,Central Station,Museum Plaza,0.76
2024-05-07,7,Tuesday,May,506,Train,T51,Museum Plaza,Suburban Terminal,1.0
2024-05-07,8,Tuesday,May,42,Bus,B101,Airport Hub,Suburban Terminal,0.84
2024-05-07,9,Tuesday,May,892,Metro,M1,Airport Hub,University Campus,1.0
2024-05-07,10,Tuesday,May,26,Bus,B105,Central Station,Tech Park,0.52
2024-05-07,11,Tuesday,May,28,Bus,B104,Central Station,Museum Plaza,0.56
2024-05-07,12,Tuesday,May,31,Bus,B101,Suburban Terminal,Museum Plaza,0.62
2024-05-07,13,Tuesday,May,31,Bus,B103,Airport Hub,Suburban Terminal,0.62
2024-05-07,14,Tuesday,May,27,Bus,B101,Financial District,Museum Plaza,0.54
2024-05-07,15,Tuesday,May,27,Bus,B106,Central Station,Museum Plaza,0.54
2024-05-07,16,Tuesday,May,41,Bus,B104,Financial District,Museum Plaza,0.82
2024-05-07,17,Tuesday,May,429,Train,T51,Tech Park,Museum Plaza,0.953
2024-05-07,18,Tuesday,May,32,Bus,B101,University Campus,Tech Park,0.64
2024-05-07,19,Tuesday,May,54,Bus,B104,Airport Hub,Central Station,1.0
2024-05-07,20,Tuesday,May,279,Metro,M1,Suburban Terminal,Financial District,0.349
2024-05-07,21,Tuesday,May,254,Metro,M2,Museum Plaza,Financial District,0.318
2024-05-07,22,Tuesday,May,410,Metro,M2,Museum Plaza,Suburban Terminal,0.512
2024-05-07,23,Tuesday,May,16,Bus,B105,University Campus,Museum Plaza,0.32
2024-05-08,0,Wednesday,May,30,Bus,B105,Tech Park,University Campus,0.6
2024-05-08,1,Wednesday,May,11,Bus,B101,Suburban Terminal,Tech Park,0.22
2024-05-08,2,Wednesday,May,143,Metro,M1,Airport Hub,Tech Park,0.179
2024-05-08,3,Wednesday,May,265,Metro,M3,Museum Plaza,Tech Park,0.331
2024-05-08,4,Wednesday,May,44,Tram,R12,Suburban Terminal,Airport Hub,0.293
2024-05-08,5,Wednesday,May,26,Bus,B104,Central Station,University Campus,0.52
2024-05-08,6,Wednesday,May,107,Tram,R12,University Campus,Tech Park,0.713
2024-05-08,7,Wednesday,May,45,Bus,B106,Suburban Terminal,Airport Hub,0.9
2024-05-08,8,Wednesday,May,36,Bus,B104,Museum Plaza,University Campus,0.72
2024-05-08,9,Wednesday,May,47,Bus,B103,Central Station,Airport Hub,0.94
2024-05-08,10,Wednesday,May,362,Metro,M2,University Campus,Airport Hub,0.452
2024-05-08,11,Wednesday,May,404,Metro,M3,Suburban Terminal,Financial District,0.505
2024-05-08,12,Wednesday,May,19,Bus,B106,Tech Park,Museum Plaza,0.38
2024-05-08,13,Wednesday,May,731,Metro,M1,University Campus,Airport Hub,0.914
2024-05-08,14,Wednesday,May,36,Bus,B101,Financial District,University Campus,0.72
2024-05-08,15,Wednesday,May,284,Train,T52,University Campus,Central Station,0.631
2024-05-08,16,Wednesday,May,35,Bus,B105,Central Station,Museum Plaza,0.7
2024-05-08,17,Wednesday,May,32,Bus,B105,Suburban Terminal,Museum Plaza,0.64
2024-05-08,18,Wednesday,May,840,Metro,M1,Central Station,Tech Park,1.0
2024-05-08,19,Wednesday,May,39,Bus,B106,Airport Hub,Suburban Terminal,0.78
2024-05-08,20,Wednesday,May,13,Bus,B103,Airport Hub,Financial District,0.26
2024-05-08,21,Wednesday,May,219,Metro,M3,Financial District,Airport Hub,0.274
2024-05-08,22,Wednesday,May,194,Metro,M1,Airport Hub,Financial District,0.242
2024-05-08,23,Wednesday,May,13,Bus,B103,Central Station,Museum Plaza,0.26
2024-05-09,0,Thursday,May,251,Metro,M3,Airport Hub,University Campus,0.314
2024-05-09,1,Thursday,May,359,Metro,M3,Financial District,Museum Plaza,0.449
2024-05-09,2,Thursday,May,270,Train,T51,Financial District,Museum Plaza,0.6
2024-05-09,3,Thursday,May,153,Train,T51,Tech Park,Central Station,0.34
2024-05-09,4,Thursday,May,155,Metro,M3,Financial District,Museum Plaza,0.194
2024-05-09,5,Thursday,May,21,Bus,B102,Airport Hub,Financial District,0.42
2024-05-09,6,Thursday,May,268,Train,T52,Central Station,Financial District,0.596
2024-05-09,7,Thursday,May,51,Bus,B102,Tech Park,Financial District,1.0
2024-05-09,8,Thursday,May,397,Train,T50,Tech Park,Museum Plaza,0.882
2024-05-09,9,Thursday,May,686,Metro,M1,University Campus,Airport Hub,0.858
2024-05-09,10,Thursday,May,35,Bus,B106,Museum Plaza,University Campus,0.7
2024-05-09,11,Thursday,May,17,Bus,B103,Suburban Terminal,Financial District,0.34
2024-05-09,12,Thursday,May,633,Metro,M1,Airport Hub,University Campus,0.791
2024-05-09,13,Thursday,May,484,Metro,M3,Tech Park,Financial District,0.605
2024-05-09,14,Thursday,May,604,Metro,M3,Central Station,Airport Hub,0.755
2024-05-09,15,Thursday,May,635,Metro,M2,Central Station,University Campus,0.794
2024-05-09,16,Thursday,May,793,Metro,M2,Central Station,Tech Park,0.991
2024-05-09,17,Thursday,May,45,Bus,B105,Financial District,University Campus,0.9
2024-05-09,18,Thursday,May,155,Tram,R13,Museum Plaza,Suburban Terminal,1.0
2024-05-09,19,Thursday,May,42,Bus,B103,University Campus,Suburban Terminal,0.84
2024-05-09,20,Thursday,May,30,Bus,B103,Financial District,Museum Plaza,0.6
2024-05-09,21,Thursday,May,17,Bus,B105,Financial District,Airport Hub,0.34
2024-05-09,22,Thursday,May,7,Bus,B102,Financial District,Central Station,0.14
2024-05-09,23,Thursday,May,10,Bus,B106,Airport Hub,Suburban Terminal,0.2
2024-05-10,0,Friday,May,12,Bus,B106,Tech Park,Financial District,0.24
2024-05-10,1,Friday,May,58,Tram,R13,Financial District,Airport Hub,0.387
2024-05-10,2,Friday,May,37,Tram,R13,Central Station,Suburban Terminal,0.247
2024-05-10,3,Friday,May,23,Bus,B106,Suburban Terminal,Financial District,0.46
2024-05-10,4,Friday,May,6,Bus,B105,Suburban Terminal,Airport Hub,0.12
2024-05-10,5,Friday,May,234,Metro,M3,Museum Plaza,Financial District,0.292
2024-05-10,6,Friday,May,57,Bus,B103,Tech Park,Museum Plaza,1.0
2024-05-10,7,Friday,May,34,Bus,B105,Museum Plaza,Central Station,0.68
2024-05-10,8,Friday,May,577,Metro,M2,Museum Plaza,University Campus,0.721
2024-05-10,9,Friday,May,387,Train,T51,Suburban Terminal,Financial District,0.86
2024-05-10,10,Friday,May,252,Train,T50,Tech Park,Financial District,0.56
2024-05-10,11,Friday,May,24,Bus,B102,Financial District,Tech Park,0.48
2024-05-10,12,Friday,May,379,Metro,M3,University Campus,Tech Park,0.474
2024-05-10,13,Friday,May,24,Bus,B104,Airport Hub,Financial District,0.48
2024-05-10,14,Friday,May,26,Bus,B103,Museum Plaza,Financial District,0.52
2024-05-10,15,Friday,May,279,Train,T50,Financial District,Suburban Terminal,0.62
2024-05-10,16,Friday,May,126,Tram,R11,Suburban Terminal,Museum Plaza,0.84
2024-05-10,17,Friday,May,53,Bus,B104,University Campus,Central Station,1.0
2024-05-10,18,Friday,May,873,Metro,M1,Central Station,Museum Plaza,1.0
2024-05-10,19,Friday,May,39,Bus,B104,Airport Hub,Tech Park,0.78
2024-05-10,20,Friday,May,35,Train,T50,Airport Hub,Financial District,0.078
2024-05-10,21,Friday,May,21,Bus,B104,Tech Park,University Campus,0.42
2024-05-10,22,Friday,May,313,Metro,M2,Suburban Terminal,Central Station,0.391
2024-05-10,23,Friday,May,63,Tram,R12,Suburban Terminal,Tech Park,0.42
2024-05-11,0,Saturday,May,173,Metro,M2,Museum Plaza,Financial District,0.216
2024-05-11,1,Saturday,May,27,Tram,R12,Tech Park,Financial District,0.18
2024-05-11,2,Saturday,May,400,Metro,M1,Central Station,Airport Hub,0.5
2024-05-11,3,Saturday,May,143,Metro,M1,Museum Plaza,Suburban Terminal,0.179
2024-05-11,4,Saturday,May,273,Metro,M1,Central Station,Tech Park,0.341
2024-05-11,5,Saturday,May,485,Metro,M2,Museum Plaza,Tech Park,0.606
2024-05-11,6,Saturday,May,117,Metro,M3,Airport Hub,Tech Park,0.146
2024-05-11,7,Saturday,May,17,Bus,B104,Tech Park,Suburban Terminal,0.34
2024-05-11,8,Saturday,May,269,Metro,M1,Suburban Terminal,Museum Plaza,0.336
2024-05-11,9,Saturday,May,58,Tram,R11,University Campus,Financial District,0.387
2024-05-11,10,Saturday,May,14,Bus,B103,Suburban Terminal,University Campus,0.28
2024-05-11,11,Saturday,May,380,Metro,M1,Suburban Terminal,Financial District,0.475
2024-05-11,12,Saturday,May,21,Bus,B102,Airport Hub,Suburban Terminal,0.42
2024-05-11,13,Saturday,May,201,Train,T50,Central Station,University Campus,0.447
2024-05-11,14,Saturday,May,326,Metro,M2,Airport Hub,Central Station,0.408
2024-05-11,15,Saturday,May,32,Tram,R11,Airport Hub,University Campus,0.213
2024-05-11,16,Saturday,May,281,Metro,M2,Airport Hub,Central Station,0.351
2024-05-11,17,Saturday,May,20,Bus,B103,Tech Park,Central Station,0.4
2024-05-11,18,Saturday,May,158,Train,T51,Airport Hub,University Campus,0.351
2024-05-11,19,Saturday,May,67,Metro,M1,Museum Plaza,Airport Hub,0.084
2024-05-11,20,Saturday,May,23,Bus,B103,University Campus,Museum Plaza,0.46
2024-05-11,21,Saturday,May,402,Metro,M3,University Campus,Suburban Terminal,0.502
2024-05-11,22,Saturday,May,21,Bus,B106,University Campus,Central Station,0.42
2024-05-11,23,Saturday,May,389,Metro,M2,University Campus,Airport Hub,0.486
2024-05-12,0,Sunday,May,207,Metro,M1,Central Station,University Campus,0.259
2024-05-12,1,Sunday,May,47,Tram,R11,Airport Hub,Suburban Terminal,0.313
2024-05-12,2,Sunday,May,168,Train,T51,Museum Plaza,Suburban Terminal,0.373
2024-05-12,3,Sunday,May,22,Bus,B106,Financial District,Museum Plaza,0.44
2024-05-12,4,Sunday,May,44,Tram,R11,University Campus,Central Station,0.293
2024-05-12,5,Sunday,May,8,Bus,B104,Financial District,Central Station,0.16
2024-05-12,6,Sunday,May,17,Bus,B103,University Campus,Airport Hub,0.34
2024-05-12,7,Sunday,May,255,Metro,M2,Central Station,Museum Plaza,0.319
2024-05-12,8,Sunday,May,62,Tram,R12,University Campus,Airport Hub,0.413
2024-05-12,9,Sunday,May,323,Metro,M2,Tech Park,Airport Hub,0.404
2024-05-12,10,Sunday,May,21,Bus,B102,Financial District,Suburban Terminal,0.42
2024-05-12,11,Sunday,May,316,Metro,M2,Suburban Terminal,University Campus,0.395
2024-05-12,12,Sunday,May,4,Bus,B106,Financial District,Central Station,0.08
2024-05-12,13,Sunday,May,51,Tram,R13,Central Station,Suburban Terminal,0.34
2024-05-12,14,Sunday,May,472,Metro,M3,Tech Park,Financial District,0.59
2024-05-12,15,Sunday,May,22,Bus,B104,Financial District,Suburban Terminal,0.44
2024-05-12,16,Sunday,May,18,Bus,B106,University Campus,Central Station,0.36
2024-05-12,17,Sunday,May,12,Bus,B103,Suburban Terminal,Tech Park,0.24
2024-05-12,18,Sunday,May,26,Bus,B105,Central Station,Tech Park,0.52
2024-05-12,19,Sunday,May,21,Bus,B103,Central Station,University Campus,0.42
2024-05-12,20,Sunday,May,258,Metro,M1,University Campus,Suburban Terminal,0.322
2024-05-12,21,Sunday,May,291,Metro,M1,Suburban Terminal,University Campus,0.364
2024-05-12,22,Sunday,May,18,Bus,B103,Central Station,University Campus,0.36
2024-05-12,23,Sunday,May,13,Bus,B101,Suburban Terminal,University Campus,0.26
2024-05-13,0,Monday,May,93,Train,T52,Tech Park,Airport Hub,0.207
2024-05-13,1,Monday,May,116,Train,T52,Suburban Terminal,Tech Park,0.258
2024-05-13,2,Monday,May,422,Metro,M1,Suburban Terminal,Museum Plaza,0.528
2024-05-13,3,Monday,May,10,Bus,B103,Museum Plaza,Tech Park,0.2
2024-05-13,4,Monday,May,265,Metro,M3,University Campus,Suburban Terminal,0.331
2024-05-13,5,Monday,May,16,Bus,B103,Airport Hub,Tech Park,0.32
2024-05-13,6,Monday,May,738,Metro,M2,Airport Hub,Suburban Terminal,0.922
2024-05-13,7,Monday,May,152,Tram,R11,University Campus,Central Station,1.0
2024-05-13,8,Monday,May,52,Bus,B101,Tech Park,Suburban Terminal,1.0
2024-05-13,9,Monday,May,46,Bus,B103,Suburban Terminal,University Campus,0.92
2024-05-13,10,Monday,May,304,Metro,M1,Museum Plaza,Suburban Terminal,0.38
2024-05-13,11,Monday,May,19,Bus,B105,Airport Hub,University Campus,0.38
2024-05-13,12,Monday,May,397,Train,T50,Museum Plaza,Central Station,0.882
2024-05-13,13,Monday,May,566,Metro,M2,Museum Plaza,Suburban Terminal,0.708
2024-05-13,14,Monday,May,31,Bus,B103,Financial District,Central Station,0.62
2024-05-13,15,Monday,May,29,Bus,B102,Financial District,University Campus,0.58
2024-05-13,16,Monday,May,39,Bus,B105,Central Station,Suburban Terminal,0.78
2024-05-13,17,Monday,May,47,Bus,B102,Tech Park,Central Station,0.94
2024-05-13,18,Monday,May,44,Bus,B102,Airport Hub,Financial District,0.88
2024-05-13,19,Monday,May,925,Metro,M2,Tech Park,Suburban Terminal,1.0
2024-05-13,20,Monday,May,395,Metro,M1,Suburban Terminal,Museum Plaza,0.494
2024-05-13,21,Monday,May,297,Metro,M1,University Campus,Tech Park,0.371
2024-05-13,22,Monday,May,391,Metro,M1,Central Station,Airport Hub,0.489
2024-05-13,23,Monday,May,370,Metro,M2,Suburban Terminal,University Campus,0.462
2024-05-14,0,Tuesday,May,16,Bus,B106,Airport Hub,University Campus,0.32
2024-05-14,1,Tuesday,May,20,Tram,R12,Tech Park,Suburban Terminal,0.133
2024-05-14,2,Tuesday,May,283,Metro,M3,Tech Park,Suburban Terminal,0.354
2024-05-14,3,Tuesday,May,430,Metro,M3,Suburban Terminal,Museum Plaza,0.538
2024-05-14,4,Tuesday,May,72,Metro,M2,Airport Hub,University Campus,0.09
2024-05-14,5,Tuesday,May,79,Train,T52,Museum Plaza,Suburban Terminal,0.176
2024-05-14,6,Tuesday,May,141,Tram,R13,Central Station,Airport Hub,0.94
2024-05-14,7,Tuesday,May,147,Tram,R12,Suburban Terminal,Tech Park,0.98
2024-05-14,8,Tuesday,May,52,Bus,B103,Central Station,Airport Hub,1.0
2024-05-14,9,Tuesday,May,617,Metro,M2,Central Station,Airport Hub,0.771
2024-05-14,10,Tuesday,May,368,Train,T51,Suburban Terminal,Airport Hub,0.818
2024-05-14,11,Tuesday,May,19,Bus,B102,University Campus,Tech Park,0.38
2024-05-14,12,Tuesday,May,477,Metro,M2,Tech Park,Suburban Terminal,0.596
2024-05-14,13,Tuesday,May,27,Bus,B102,University Campus,Museum Plaza,0.54
2024-05-14,14,Tuesday,May,96,Tram,R11,Tech Park,University Campus,0.64
2024-05-14,15,Tuesday,May,26,Bus,B105,Tech Park,Financial District,0.52
2024-05-14,16,Tuesday,May,505,Metro,M3,Museum Plaza,Suburban Terminal,0.631
2024-05-14,17,Tuesday,May,838,Metro,M2,Museum Plaza,Financial District,1.0
2024-05-14,18,Tuesday,May,43,Bus,B104,Tech Park,Central Station,0.86
2024-05-14,19,Tuesday,May,895,Metro,M1,Central Station,Tech Park,1.0
2024-05-14,20,Tuesday,May,199,Metro,M3,Tech Park,Suburban Terminal,0.249
2024-05-14,21,Tuesday,May,437,Metro,M3,Tech Park,Financial District,0.546
2024-05-14,22,Tuesday,May,26,Bus,B104,University Campus,Museum Plaza,0.52
2024-05-14,23,Tuesday,May,17,Bus,B105,University Campus,Financial District,0.34
2024-05-15,0,Wednesday,May,112,Metro,M3,Central Station,Museum Plaza,0.14
2024-05-15,1,Wednesday,May,44,Tram,R12,Central Station,Tech Park,0.293
2024-05-15,2,Wednesday,May,284,Metro,M2,Airport Hub,University Campus,0.355
2024-05-15,3,Wednesday,May,247,Metro,M2,Museum Plaza,University Campus,0.309
2024-05-15,4,Wednesday,May,430,Metro,M1,Suburban Terminal,University Campus,0.538
2024-05-15,5,Wednesday,May,24,Bus,B106,Museum Plaza,Financial District,0.48
2024-05-15,6,Wednesday,May,149,Tram,R11,Tech Park,Airport Hub,0.993
2024-05-15,7,Wednesday,May,143,Tram,R11,Financial District,University Campus,0.953
2024-05-15,8,Wednesday,May,750,Metro,M3,Tech Park,Suburban Terminal,0.938
2024-05-15,9,Wednesday,May,617,Metro,M3,Tech Park,Financial District,0.771
2024-05-15,10,Wednesday,May,33,Bus,B103,Financial District,Airport Hub,0.66
2024-05-15,11,Wednesday,May,271,Train,T52,Airport Hub,Suburban Terminal,0.602
2024-05-15,12,Wednesday,May,29,Bus,B102,Airport Hub,Central Station,0.58
2024-05-15,13,Wednesday,May,316,Train,T52,Financial District,Suburban Terminal,0.702
2024-05-15,14,Wednesday,May,573,Metro,M1,Suburban Terminal,Central Station,0.716
2024-05-15,15,Wednesday,May,374,Metro,M2,University Campus,Tech Park,0.468
2024-05-15,16,Wednesday,May,742,Metro,M2,Tech Park,Suburban Terminal,0.928
2024-05-15,17,Wednesday,May,468,Train,T52,Financial District,Tech Park,1.0
2024-05-15,18,Wednesday,May,675,Metro,M2,Museum Plaza,Financial District,0.844
2024-05-15,19,Wednesday,May,50,Bus,B106,University Campus,Financial District,1.0
2024-05-15,20,Wednesday,May,300,Metro,M1,Central Station,University Campus,0.375
2024-05-15,21,Wednesday,May,263,Metro,M3,Tech Park,Central Station,0.329
2024-05-15,22,Wednesday,May,173,Metro,M1,Financial District,Airport Hub,0.216
2024-05-15,23,Wednesday,May,11,Bus,B105,Museum Plaza,Suburban Terminal,0.22
2024-05-16,0,Thursday,May,200,Metro,M2,Tech Park,Museum Plaza,0.25
2024-05-16,1,Thursday,May,116,Train,T51,Tech Park,Financial District,0.258
2024-05-16,2,Thursday,May,14,Bus,B106,Financial District,Airport Hub,0.28
2024-05-16,3,Thursday,May,318,Metro,M2,Museum Plaza,Suburban Terminal,0.398
2024-05-16,4,Thursday,May,127,Metro,M1,Central Station,Museum Plaza,0.159
2024-05-16,5,Thursday,May,9,Bus,B101,University Campus,Tech Park,0.18
2024-05-16,6,Thursday,May,38,Bus,B106,Tech Park,Suburban Terminal,0.76
2024-05-16,7,Thursday,May,41,Bus,B102,Tech Park,Central Station,0.82
2024-05-16,8,Thursday,May,47,Bus,B104,Suburban Terminal,Airport Hub,0.94
2024-05-16,9,Thursday,May,371,Train,T52,Central Station,Suburban Terminal,0.824
2024-05-16,10,Thursday,May,26,Bus,B102,Tech Park,Airport Hub,0.52
2024-05-16,11,Thursday,May,67,Tram,R13,Central Station,Financial District,0.447
2024-05-16,12,Thursday,May,129,Tram,R12,University Campus,Suburban Terminal,0.86
2024-05-16,13,Thursday,May,502,Metro,M3,Central Station,Airport Hub,0.628
2024-05-16,14,Thursday,May,386,Metro,M1,Central Station,Museum Plaza,0.482
2024-05-16,15,Thursday,May,403,Train,T52,Central Station,Financial District,0.896
2024-05-16,16,Thursday,May,38,Bus,B101,Suburban Terminal,Airport Hub,0.76
2024-05-16,17,Thursday,May,39,Bus,B104,Airport Hub,University Campus,0.78
2024-05-16,18,Thursday,May,699,Metro,M1,Central Station,Suburban Terminal,0.874
2024-05-16,19,Thursday,May,639,Metro,M1,Financial District,Tech Park,0.799
2024-05-16,20,Thursday,May,28,Bus,B101,Museum Plaza,Financial District,0.56
2024-05-16,21,Thursday,May,10,Bus,B102,Tech Park,Financial District,0.2
2024-05-16,22,Thursday,May,164,Metro,M1,Tech Park,Airport Hub,0.205
2024-05-16,23,Thursday,May,177,Metro,M3,Financial District,Museum Plaza,0.221
2024-05-17,0,Friday,May,12,Bus,B102,Financial District,Tech Park,0.24
2024-05-17,1,Friday,May,22,Bus,B106,Airport Hub,Central Station,0.44
2024-05-17,2,Friday,May,16,Bus,B104,Airport Hub,University Campus,0.32
2024-05-17,3,Friday,May,19,Bus,B104,Financial District,Central Station,0.38
2024-05-17,4,Friday,May,22,Bus,B102,Central Station,Tech Park,0.44
2024-05-17,5,Friday,May,157,Metro,M3,Airport Hub,Tech Park,0.196
2024-05-17,6,Friday,May,49,Bus,B102,Tech Park,Museum Plaza,0.98
2024-05-17,7,Friday,May,675,Metro,M2,Airport Hub,University Campus,0.844
2024-05-17,8,Friday,May,662,Metro,M3,Museum Plaza,Financial District,0.828
