Date,Time_Hour,Week_Day,Month,Passengers,Transport_Type,Route_Line,Origin_Start_Location,Destination_End_Location,Occupancy_Rate
2024-01-07,11,Sunday,January,330,Train,S7,Friedrichstraße,Leopoldplatz,0.33
2024-07-19,11,Friday,July,91,Tram,M1,Zoologischer Garten,Berlin Hauptbahnhof,0.506
2024-12-17,9,Tuesday,December,873,Train,S41,Leopoldplatz,Warschauer Straße,0.873
2025-03-31,15,Monday,March,574,Train,S5,Zoologischer Garten,Leopoldplatz,0.574
2024-02-07,13,Wednesday,February,29,Bus,M29,Ostkreuz,Hackescher Markt,0.362
2025-02-10,19,Monday,February,600,Metro,U7,Alexanderplatz,Potsdamer Platz,1.0
2025-08-18,15,Monday,August,108,Tram,M5,Alexanderplatz,Potsdamer Platz,0.6
2024-01-08,21,Monday,January,316,Metro,U1,Friedrichstraße,Warschauer Straße,0.527
2024-04-19,5,Friday,April,495,Train,S5,Warschauer Straße,Berlin Hauptbahnhof,0.495
2025-08-04,13,Monday,August,290,Metro,U1,Ostkreuz,Friedrichstraße,0.483
2025-03-16,7,Sunday,March,328,Metro,U1,Friedrichstraße,Potsdamer Platz,0.547
2025-11-18,22,Tuesday,November,520,Train,S5,Potsdamer Platz,Airport BER,0.52
2025-05-14,15,Wednesday,May,279,Metro,U1,Leopoldplatz,Alexanderplatz,0.465
2024-12-13,14,Friday,December,324,Metro,U2,Airport BER,Berlin Hauptbahnhof,0.54
2025-09-18,6,Thursday,September,472,Metro,U7,Kottbusser Tor,Südkreuz,0.787
2024-01-18,7,Thursday,January,76,Bus,M29,Leopoldplatz,Kottbusser Tor,0.95
2025-09-07,13,Sunday,September,241,Metro,U1,Berlin Hauptbahnhof,Potsdamer Platz,0.402
2025-09-15,10,Monday,September,219,Metro,U8,Südkreuz,Kottbusser Tor,0.365
2024-09-13,23,Friday,September,214,Metro,U1,Warschauer Straße,Zoologischer Garten,0.357
2025-10-08,5,Wednesday,October,28,Bus,X9,Zoologischer Garten,Südkreuz,0.467
2024-01-01,20,Monday,January,392,Metro,U2,Zoologischer Garten,Südkreuz,0.653
2025-11-26,11,Wednesday,November,21,Bus,100,Friedrichstraße,Airport BER,0.42
2025-05-09,19,Friday,May,804,Train,S7,Südkreuz,Ostkreuz,0.804
2024-04-24,10,Wednesday,April,107,Tram,M5,Friedrichstraße,Südkreuz,0.594
2025-02-22,21,Saturday,February,17,Bus,100,Potsdamer Platz,Airport BER,0.34
2025-04-08,21,Tuesday,April,480,Train,S5,Berlin Hauptbahnhof,Ostkreuz,0.48
2025-02-13,7,Thursday,February,60,Bus,X9,Warschauer Straße,Friedrichstraße,1.0
2024-05-15,19,Wednesday,May,566,Metro,U7,Airport BER,Warschauer Straße,0.943
2025-02-19,12,Wednesday,February,592,Train,S41,Friedrichstraße,Warschauer Straße,0.592
2025-03-17,8,Monday,March,490,Metro,U1,Leopoldplatz,Berlin Hauptbahnhof,0.817
2024-11-27,20,Wednesday,November,290,Metro,U8,Südkreuz,Warschauer Straße,0.483
2024-05-05,18,Sunday,May,543,Train,S7,Warschauer Straße,Berlin Hauptbahnhof,0.543
2025-09-02,9,Tuesday,September,588,Metro,U8,Alexanderplatz,Warschauer Straße,0.98
2024-09-08,15,Sunday,September,208,Metro,U1,Warschauer Straße,Alexanderplatz,0.347
2024-08-19,18,Monday,August,913,Train,S41,Alexanderplatz,Friedrichstraße,0.913
2024-05-21,23,Tuesday,May,335,Metro,U1,Warschauer Straße,Südkreuz,0.558
2024-12-25,21,Wednesday,December,117,Tram,M5,Kottbusser Tor,Potsdamer Platz,0.65
2024-04-13,5,Saturday,April,42,Tram,M5,Warschauer Straße,Kottbusser Tor,0.233
2023-12-19,17,Tuesday,December,1000,Train,S5,Friedrichstraße,Kottbusser Tor,1.0
2024-04-10,13,Wednesday,April,562,Train,S7,Warschauer Straße,Berlin Hauptbahnhof,0.562
2024-02-23,8,Friday,February,882,Train,S41,Warschauer Straße,Alexanderplatz,0.882
2025-06-04,7,Wednesday,June,496,Metro,U7,Friedrichstraße,Kottbusser Tor,0.827
2023-12-11,22,Monday,December,619,Train,S7,Warschauer Straße,Airport BER,0.619
2025-10-21,22,Tuesday,October,656,Train,S41,Friedrichstraße,Zoologischer Garten,0.656
2025-10-31,10,Friday,October,509,Train,S41,Kottbusser Tor,Südkreuz,0.509
2024-11-14,14,Thursday,November,56,Bus,M29,Berlin Hauptbahnhof,Kottbusser Tor,0.7
2025-10-24,16,Friday,October,146,Tram,M1,Hackescher Markt,Leopoldplatz,0.811
2025-06-16,8,Monday,June,166,Tram,M1,Ostkreuz,Leopoldplatz,0.922
2025-01-07,10,Tuesday,January,32,Bus,100,Leopoldplatz,Friedrichstraße,0.64
2024-03-19,11,Tuesday,March,347,Metro,U2,Ostkreuz,Friedrichstraße,0.578
2024-06-02,5,Sunday,June,58,Tram,M5,Friedrichstraße,Hackescher Markt,0.322
2024-08-10,22,Saturday,August,252,Metro,U2,Alexanderplatz,Warschauer Straße,0.42
2025-10-23,11,Thursday,October,263,Metro,U1,Berlin Hauptbahnhof,Friedrichstraße,0.438
2024-03-12,14,Tuesday,March,440,Train,S7,Berlin Hauptbahnhof,Warschauer Straße,0.44
2025-11-13,7,Thursday,November,546,Metro,U1,Potsdamer Platz,Leopoldplatz,0.91
2024-01-17,19,Wednesday,January,810,Train,S7,Alexanderplatz,Airport BER,0.81
2025-01-25,16,Saturday,January,82,Tram,M5,Airport BER,Alexanderplatz,0.456
2024-10-21,11,Monday,October,527,Train,S41,Leopoldplatz,Ostkreuz,0.527
2025-09-19,15,Friday,September,342,Metro,U1,Leopoldplatz,Zoologischer Garten,0.57
2024-03-05,22,Tuesday,March,23,Bus,100,Airport BER,Potsdamer Platz,0.46
2024-11-16,22,Saturday,November,132,Metro,U8,Alexanderplatz,Leopoldplatz,0.22
2024-11-03,16,Sunday,November,89,Tram,M5,Südkreuz,Kottbusser Tor,0.494
2025-07-21,7,Monday,July,593,Metro,U7,Zoologischer Garten,Warschauer Straße,0.988
2023-12-21,15,Thursday,December,457,Train,S7,Friedrichstraße,Hackescher Markt,0.457
2024-06-27,14,Thursday,June,54,Bus,M29,Ostkreuz,Alexanderplatz,0.675
2025-03-17,22,Monday,March,216,Metro,U7,Airport BER,Kottbusser Tor,0.36
2025-08-27,7,Wednesday,August,41,Bus,100,Zoologischer Garten,Warschauer Straße,0.82
2025-11-19,5,Wednesday,November,321,Metro,U1,Warschauer Straße,Hackescher Markt,0.535
2025-09-14,12,Sunday,September,25,Bus,M29,Potsdamer Platz,Ostkreuz,0.312
2025-11-03,23,Monday,November,27,Bus,100,Berlin Hauptbahnhof,Friedrichstraße,0.54
2025-03-29,10,Saturday,March,23,Bus,M29,Ostkreuz,Potsdamer Platz,0.288
2025-09-22,6,Monday,September,872,Train,S41,Airport BER,Friedrichstraße,0.872
2024-12-28,13,Saturday,December,26,Tram,M1,Potsdamer Platz,Ostkreuz,0.144
2025-11-26,7,Wednesday,November,163,Tram,M5,Warschauer Straße,Zoologischer Garten,0.906
2025-10-16,20,Thursday,October,36,Bus,M29,Airport BER,Alexanderplatz,0.45
2025-12-04,7,Thursday,December,66,Bus,M29,Friedrichstraße,Berlin Hauptbahnhof,0.825
2024-02-09,19,Friday,February,852,Train,S7,Südkreuz,Hackescher Markt,0.852
2024-12-21,13,Saturday,December,261,Train,S41,Leopoldplatz,Ostkreuz,0.261
2024-03-17,6,Sunday,March,352,Train,S5,Potsdamer Platz,Leopoldplatz,0.352
2025-10-22,6,Wednesday,October,60,Bus,X9,Leopoldplatz,Berlin Hauptbahnhof,1.0
2025-03-09,5,Sunday,March,265,Train,S7,Potsdamer Platz,Leopoldplatz,0.265
2024-11-28,6,Thursday,November,147,Tram,M1,Ostkreuz,Warschauer Straße,0.817
2025-05-11,13,Sunday,May,238,Metro,U2,Alexanderplatz,Airport BER,0.397
2024-06-11,13,Tuesday,June,579,Train,S7,Warschauer Straße,Friedrichstraße,0.579
2024-06-14,7,Friday,June,889,Train,S41,Airport BER,Zoologischer Garten,0.889
2025-07-20,6,Sunday,July,578,Train,S5,Südkreuz,Warschauer Straße,0.578
2024-09-26,9,Thursday,September,501,Metro,U1,Hackescher Markt,Airport BER,0.835
2025-06-12,5,Thursday,June,356,Metro,U7,Potsdamer Platz,Alexanderplatz,0.593
2024-10-03,9,Thursday,October,548,Metro,U1,Südkreuz,Kottbusser Tor,0.913
2025-09-05,16,Friday,September,167,Tram,M5,Zoologischer Garten,Leopoldplatz,0.928
2025-05-13,18,Tuesday,May,153,Tram,M1,Ostkreuz,Hackescher Markt,0.85
2024-03-10,19,Sunday,March,522,Train,S41,Kottbusser Tor,Südkreuz,0.522
2025-07-03,5,Thursday,July,355,Metro,U7,Südkreuz,Warschauer Straße,0.592
2024-05-06,18,Monday,May,140,Tram,M1,Airport BER,Leopoldplatz,0.778
2025-07-19,5,Saturday,July,15,Bus,100,Warschauer Straße,Kottbusser Tor,0.3
2024-10-16,19,Wednesday,October,537,Metro,U7,Berlin Hauptbahnhof,Südkreuz,0.895
2024-03-30,12,Saturday,March,177,Metro,U7,Leopoldplatz,Zoologischer Garten,0.295
2024-04-16,6,Tuesday,April,64,Bus,M29,Friedrichstraße,Alexanderplatz,0.8
2024-12-09,11,Monday,December,639,Train,S5,Zoologischer Garten,Friedrichstraße,0.639
2025-10-13,21,Monday,October,33,Bus,100,Berlin Hauptbahnhof,Hackescher Markt,0.66
2024-02-22,21,Thursday,February,327,Metro,U2,Alexanderplatz,Berlin Hauptbahnhof,0.545
2025-05-04,6,Sunday,May,612,Train,S5,Zoologischer Garten,Ostkreuz,0.612
2024-04-22,13,Monday,April,111,Tram,M1,Hackescher Markt,Zoologischer Garten,0.617
2024-12-24,12,Tuesday,December,24,Bus,100,Leopoldplatz,Berlin Hauptbahnhof,0.48
2025-12-04,10,Thursday,December,114,Tram,M1,Potsdamer Platz,Airport BER,0.633
2025-10-26,7,Sunday,October,14,Bus,100,Warschauer Straße,Airport BER,0.28
2024-10-20,7,Sunday,October,305,Metro,U8,Berlin Hauptbahnhof,Friedrichstraße,0.508
2024-08-16,23,Friday,August,507,Train,S7,Südkreuz,Zoologischer Garten,0.507
2025-11-14,7,Friday,November,505,Metro,U8,Airport BER,Friedrichstraße,0.842
2025-06-23,19,Monday,June,554,Metro,U8,Alexanderplatz,Hackescher Markt,0.923
2024-04-09,18,Tuesday,April,53,Bus,X9,Berlin Hauptbahnhof,Ostkreuz,0.883
2024-08-18,6,Sunday,August,326,Train,S5,Friedrichstraße,Warschauer Straße,0.326
2024-03-10,13,Sunday,March,330,Train,S5,Warschauer Straße,Ostkreuz,0.33
2025-02-22,20,Saturday,February,19,Bus,X9,Südkreuz,Leopoldplatz,0.317
2024-02-23,12,Friday,February,30,Bus,100,Warschauer Straße,Berlin Hauptbahnhof,0.6
2023-12-30,15,Saturday,December,89,Tram,M5,Südkreuz,Zoologischer Garten,0.494
2024-07-07,16,Sunday,July,96,Tram,M5,Hackescher Markt,Berlin Hauptbahnhof,0.533
2024-08-07,8,Wednesday,August,80,Bus,M29,Hackescher Markt,Berlin Hauptbahnhof,1.0
2025-07-25,10,Friday,July,76,Tram,M1,Zoologischer Garten,Friedrichstraße,0.422
2023-12-28,21,Thursday,December,23,Bus,X9,Friedrichstraße,Berlin Hauptbahnhof,0.383
2025-05-07,7,Wednesday,May,461,Metro,U8,Friedrichstraße,Alexanderplatz,0.768
2024-12-31,19,Tuesday,December,934,Train,S7,Friedrichstraße,Hackescher Markt,0.934
2024-10-29,20,Tuesday,October,64,Bus,M29,Leopoldplatz,Kottbusser Tor,0.8
2024-05-27,17,Monday,May,898,Train,S7,Potsdamer Platz,Airport BER,0.898
2024-03-20,9,Wednesday,March,511,Metro,U8,Friedrichstraße,Hackescher Markt,0.852
2024-06-01,6,Saturday,June,501,Train,S41,Potsdamer Platz,Hackescher Markt,0.501
2024-09-23,9,Monday,September,922,Train,S5,Berlin Hauptbahnhof,Leopoldplatz,0.922
2025-11-10,9,Monday,November,600,Metro,U1,Zoologischer Garten,Airport BER,1.0
2024-11-08,21,Friday,November,292,Metro,U8,Alexanderplatz,Warschauer Straße,0.487
2024-05-23,11,Thursday,May,267,Metro,U1,Ostkreuz,Zoologischer Garten,0.445
2025-05-21,20,Wednesday,May,108,Tram,M5,Leopoldplatz,Berlin Hauptbahnhof,0.6
2024-02-28,6,Wednesday,February,169,Tram,M5,Hackescher Markt,Leopoldplatz,0.939
2025-11-23,16,Sunday,November,258,Metro,U1,Kottbusser Tor,Hackescher Markt,0.43
2024-12-24,21,Tuesday,December,393,Train,S5,Ostkreuz,Friedrichstraße,0.393
2024-07-28,16,Sunday,July,333,Metro,U2,Kottbusser Tor,Ostkreuz,0.555
2025-10-01,15,Wednesday,October,25,Bus,100,Airport BER,Leopoldplatz,0.5
2024-07-24,10,Wednesday,July,322,Metro,U1,Airport BER,Friedrichstraße,0.537
2025-08-26,12,Tuesday,August,105,Tram,M5,Zoologischer Garten,Berlin Hauptbahnhof,0.583
2025-09-22,20,Monday,September,28,Bus,100,Alexanderplatz,Warschauer Straße,0.56
2025-04-10,11,Thursday,April,304,Metro,U1,Berlin Hauptbahnhof,Hackescher Markt,0.507
2025-02-11,10,Tuesday,February,25,Bus,100,Ostkreuz,Alexanderplatz,0.5
2025-08-01,9,Friday,August,879,Train,S41,Ostkreuz,Leopoldplatz,0.879
2024-02-10,5,Saturday,February,17,Bus,100,Leopoldplatz,Friedrichstraße,0.34
2025-12-01,12,Monday,December,522,Train,S5,Berlin Hauptbahnhof,Kottbusser Tor,0.522
2025-04-10,9,Thursday,April,471,Metro,U7,Alexanderplatz,Potsdamer Platz,0.785
2024-02-26,6,Monday,February,180,Tram,M5,Kottbusser Tor,Zoologischer Garten,1.0
2025-09-18,9,Thursday,September,462,Metro,U2,Hackescher Markt,Kottbusser Tor,0.77
2025-08-20,12,Wednesday,August,30,Bus,X9,Potsdamer Platz,Warschauer Straße,0.5
2025-06-08,16,Sunday,June,254,Metro,U2,Südkreuz,Kottbusser Tor,0.423
2023-12-15,8,Friday,December,600,Metro,U2,Airport BER,Leopoldplatz,1.0
2024-11-15,5,Friday,November,77,Tram,M1,Südkreuz,Leopoldplatz,0.428
2024-03-27,11,Wednesday,March,40,Bus,X9,Berlin Hauptbahnhof,Kottbusser Tor,0.667
2025-07-24,8,Thursday,July,521,Metro,U2,Berlin Hauptbahnhof,Alexanderplatz,0.868
2024-06-21,15,Friday,June,337,Metro,U8,Ostkreuz,Airport BER,0.562
2025-07-20,7,Sunday,July,11,Bus,M29,Kottbusser Tor,Leopoldplatz,0.138
2024-10-22,19,Tuesday,October,469,Metro,U2,Airport BER,Warschauer Straße,0.782
2024-11-05,7,Tuesday,November,176,Tram,M5,Airport BER,Friedrichstraße,0.978
2025-07-30,14,Wednesday,July,103,Tram,M1,Berlin Hauptbahnhof,Ostkreuz,0.572
2024-08-06,5,Tuesday,August,623,Train,S7,Hackescher Markt,Airport BER,0.623
2023-12-20,7,Wednesday,December,67,Bus,M29,Kottbusser Tor,Friedrichstraße,0.838
2025-01-18,7,Saturday,January,615,Train,S7,Friedrichstraße,Zoologischer Garten,0.615
2024-09-22,14,Sunday,September,253,Train,S41,Friedrichstraße,Leopoldplatz,0.253
2024-12-08,22,Sunday,December,357,Train,S7,Kottbusser Tor,Leopoldplatz,0.357
2024-07-14,19,Sunday,July,480,Train,S7,Airport BER,Friedrichstraße,0.48
2024-10-17,17,Thursday,October,80,Bus,M29,Leopoldplatz,Ostkreuz,1.0
2024-02-17,13,Saturday,February,94,Metro,U1,Zoologischer Garten,Berlin Hauptbahnhof,0.157
2025-02-20,19,Thursday,February,179,Tram,M1,Kottbusser Tor,Friedrichstraße,0.994
2024-08-16,10,Friday,August,31,Bus,100,Südkreuz,Kottbusser Tor,0.62
2024-12-11,7,Wednesday,December,531,Metro,U7,Zoologischer Garten,Südkreuz,0.885
2024-05-24,17,Friday,May,180,Tram,M1,Airport BER,Zoologischer Garten,1.0
2023-12-23,19,Saturday,December,72,Tram,M1,Kottbusser Tor,Südkreuz,0.4
2025-09-22,5,Monday,September,343,Metro,U7,Potsdamer Platz,Leopoldplatz,0.572
2024-11-12,11,Tuesday,November,368,Train,S5,Leopoldplatz,Friedrichstraße,0.368
2025-07-05,22,Saturday,July,379,Train,S41,Berlin Hauptbahnhof,Südkreuz,0.379
2025-11-04,11,Tuesday,November,402,Metro,U7,Südkreuz,Hackescher Markt,0.67
2024-06-05,21,Wednesday,June,158,Metro,U7,Kottbusser Tor,Alexanderplatz,0.263
2025-10-26,23,Sunday,October,28,Bus,M29,Berlin Hauptbahnhof,Alexanderplatz,0.35
2024-03-28,20,Thursday,March,471,Train,S5,Warschauer Straße,Airport BER,0.471
2025-04-30,11,Wednesday,April,430,Train,S7,Airport BER,Kottbusser Tor,0.43
2024-01-06,10,Saturday,January,129,Metro,U1,Zoologischer Garten,Ostkreuz,0.215
2025-03-27,13,Thursday,March,474,Train,S5,Leopoldplatz,Berlin Hauptbahnhof,0.474
2024-10-06,7,Sunday,October,500,Train,S5,Airport BER,Berlin Hauptbahnhof,0.5
2024-07-29,16,Monday,July,892,Train,S5,Airport BER,Ostkreuz,0.892
2024-03-14,13,Thursday,March,250,Metro,U7,Airport BER,Zoologischer Garten,0.417
2024-07-02,15,Tuesday,July,486,Train,S5,Warschauer Straße,Ostkreuz,0.486
2024-08-07,13,Wednesday,August,27,Bus,100,Leopoldplatz,Südkreuz,0.54
2025-06-10,13,Tuesday,June,27,Bus,100,Potsdamer Platz,Südkreuz,0.54
2024-12-15,15,Sunday,December,23,Bus,100,Alexanderplatz,Kottbusser Tor,0.46
2024-10-23,22,Wednesday,October,109,Tram,M5,Südkreuz,Airport BER,0.606
2024-10-16,14,Wednesday,October,462,Metro,U2,Kottbusser Tor,Alexanderplatz,0.77
2025-10-29,11,Wednesday,October,100,Tram,M1,Kottbusser Tor,Berlin Hauptbahnhof,0.556
2024-09-18,12,Wednesday,September,100,Tram,M5,Zoologischer Garten,Berlin Hauptbahnhof,0.556
2024-08-16,21,Friday,August,343,Metro,U7,Ostkreuz,Alexanderplatz,0.572
2024-08-27,21,Tuesday,August,523,Train,S41,Kottbusser Tor,Berlin Hauptbahnhof,0.523
2024-10-24,5,Thursday,October,695,Train,S41,Hackescher Markt,Airport BER,0.695
2025-10-13,13,Monday,October,271,Metro,U7,Alexanderplatz,Hackescher Markt,0.452
2025-01-04,12,Saturday,January,292,Train,S5,Südkreuz,Warschauer Straße,0.292
2024-12-04,20,Wednesday,December,272,Metro,U1,Potsdamer Platz,Zoologischer Garten,0.453
2025-06-30,17,Monday,June,507,Metro,U2,Hackescher Markt,Leopoldplatz,0.845
2024-05-28,8,Tuesday,May,142,Tram,M1,Ostkreuz,Kottbusser Tor,0.789
2025-04-06,13,Sunday,April,248,Metro,U2,Berlin Hauptbahnhof,Airport BER,0.413
2025-08-01,23,Friday,August,32,Bus,100,Kottbusser Tor,Ostkreuz,0.64
2024-10-02,23,Wednesday,October,200,Metro,U7,Leopoldplatz,Südkreuz,0.333
2025-03-25,19,Tuesday,March,914,Train,S41,Warschauer Straße,Kottbusser Tor,0.914
2025-03-04,7,Tuesday,March,136,Tram,M1,Hackescher Markt,Friedrichstraße,0.756
2024-08-22,16,Thursday,August,1000,Train,S41,Südkreuz,Hackescher Markt,1.0
2025-11-30,23,Sunday,November,315,Metro,U7,Leopoldplatz,Friedrichstraße,0.525
2024-11-14,17,Thursday,November,411,Metro,U1,Warschauer Straße,Airport BER,0.685
2025-08-24,22,Sunday,August,31,Bus,M29,Berlin Hauptbahnhof,Hackescher Markt,0.388
2025-04-29,7,Tuesday,April,41,Bus,100,Südkreuz,Zoologischer Garten,0.82
2025-11-22,17,Saturday,November,47,Bus,M29,Friedrichstraße,Hackescher Markt,0.588
2025-02-21,22,Friday,February,391,Train,S5,Airport BER,Ostkreuz,0.391
2024-02-06,6,Tuesday,February,41,Bus,100,Potsdamer Platz,Kottbusser Tor,0.82
2025-03-10,11,Monday,March,40,Bus,M29,Alexanderplatz,Leopoldplatz,0.5
2025-06-22,7,Sunday,June,325,Metro,U1,Südkreuz,Ostkreuz,0.542
2025-11-08,7,Saturday,November,543,Train,S41,Kottbusser Tor,Zoologischer Garten,0.543
2024-03-26,19,Tuesday,March,844,Train,S7,Ostkreuz,Airport BER,0.844
2025-05-17,12,Saturday,May,169,Metro,U7,Alexanderplatz,Friedrichstraße,0.282
2024-09-05,16,Thursday,September,593,Metro,U7,Zoologischer Garten,Ostkreuz,0.988
2025-10-13,11,Monday,October,360,Metro,U8,Kottbusser Tor,Zoologischer Garten,0.6
2025-02-14,22,Friday,February,601,Train,S5,Kottbusser Tor,Potsdamer Platz,0.601
2025-02-23,18,Sunday,February,92,Tram,M1,Potsdamer Platz,Hackescher Markt,0.511
2025-08-24,21,Sunday,August,387,Train,S5,Südkreuz,Berlin Hauptbahnhof,0.387
2024-01-28,16,Sunday,January,35,Bus,100,Kottbusser Tor,Leopoldplatz,0.7
2025-06-27,7,Friday,June,150,Tram,M1,Airport BER,Zoologischer Garten,0.833
2025-04-28,14,Monday,April,570,Train,S7,Alexanderplatz,Südkreuz,0.57
2025-08-20,22,Wednesday,August,89,Tram,M1,Friedrichstraße,Kottbusser Tor,0.494
2025-11-16,5,Sunday,November,19,Bus,M29,Airport BER,Friedrichstraße,0.238
2024-05-25,8,Saturday,May,63,Tram,M1,Südkreuz,Potsdamer Platz,0.35
2025-11-01,16,Saturday,November,457,Train,S5,Hackescher Markt,Friedrichstraße,0.457
2025-06-11,16,Wednesday,June,175,Tram,M5,Südkreuz,Kottbusser Tor,0.972
2025-08-16,8,Saturday,August,286,Metro,U7,Kottbusser Tor,Warschauer Straße,0.477
2025-03-10,5,Monday,March,761,Train,S41,Warschauer Straße,Potsdamer Platz,0.761
2024-10-18,22,Friday,October,26,Bus,100,Airport BER,Südkreuz,0.52
2024-09-04,10,Wednesday,September,36,Bus,100,Zoologischer Garten,Berlin Hauptbahnhof,0.72
2024-01-01,6,Monday,January,600,Metro,U1,Alexanderplatz,Warschauer Straße,1.0
2024-06-21,19,Friday,June,52,Bus,X9,Ostkreuz,Warschauer Straße,0.867
2024-02-22,21,Thursday,February,183,Metro,U8,Airport BER,Zoologischer Garten,0.305
2023-12-15,8,Friday,December,171,Tram,M1,Leopoldplatz,Alexanderplatz,0.95
2025-02-07,16,Friday,February,600,Metro,U8,Hackescher Markt,Ostkreuz,1.0
2024-01-19,13,Friday,January,371,Metro,U7,Berlin Hauptbahnhof,Leopoldplatz,0.618
2024-09-21,5,Saturday,September,23,Bus,X9,Kottbusser Tor,Berlin Hauptbahnhof,0.383
2024-08-25,6,Sunday,August,664,Train,S7,Friedrichstraße,Zoologischer Garten,0.664
2025-08-08,13,Friday,August,47,Bus,M29,Airport BER,Ostkreuz,0.588
2025-06-09,23,Monday,June,320,Metro,U2,Südkreuz,Ostkreuz,0.533
2023-12-07,12,Thursday,December,532,Train,S5,Ostkreuz,Leopoldplatz,0.532
2024-02-11,7,Sunday,February,537,Train,S41,Friedrichstraße,Zoologischer Garten,0.537
2024-07-05,15,Friday,July,370,Metro,U2,Airport BER,Berlin Hauptbahnhof,0.617
2025-02-20,22,Thursday,February,640,Train,S7,Ostkreuz,Kottbusser Tor,0.64
2025-08-02,21,Saturday,August,248,Metro,U1,Hackescher Markt,Kottbusser Tor,0.413
2025-02-28,19,Friday,February,60,Bus,M29,Zoologischer Garten,Potsdamer Platz,0.75
2024-05-30,5,Thursday,May,409,Train,S5,Leopoldplatz,Hackescher Markt,0.409
2025-01-13,10,Monday,January,392,Train,S7,Airport BER,Alexanderplatz,0.392
2025-02-05,20,Wednesday,February,274,Metro,U8,Warschauer Straße,Hackescher Markt,0.457
2024-12-09,16,Monday,December,47,Bus,100,Hackescher Markt,Zoologischer Garten,0.94
2024-12-23,15,Monday,December,230,Metro,U1,Potsdamer Platz,Airport BER,0.383
2025-08-20,20,Wednesday,August,547,Train,S7,Südkreuz,Kottbusser Tor,0.547
2025-06-28,10,Saturday,June,397,Train,S41,Alexanderplatz,Ostkreuz,0.397
2024-07-12,13,Friday,July,518,Train,S7,Airport BER,Alexanderplatz,0.518
2025-03-27,11,Thursday,March,323,Metro,U2,Potsdamer Platz,Zoologischer Garten,0.538
2025-01-18,22,Saturday,January,62,Tram,M5,Airport BER,Südkreuz,0.344
2024-07-02,18,Tuesday,July,465,Metro,U8,Kottbusser Tor,Alexanderplatz,0.775
2024-09-02,22,Monday,September,25,Bus,100,Alexanderplatz,Friedrichstraße,0.5
2025-10-17,21,Friday,October,301,Metro,U1,Südkreuz,Hackescher Markt,0.502
2024-10-21,15,Monday,October,29,Bus,100,Potsdamer Platz,Zoologischer Garten,0.58
2024-05-05,16,Sunday,May,77,Tram,M1,Leopoldplatz,Südkreuz,0.428
2023-12-25,10,Monday,December,287,Metro,U8,Airport BER,Kottbusser Tor,0.478
2024-06-16,17,Sunday,June,106,Tram,M5,Ostkreuz,Friedrichstraße,0.589
2024-10-10,17,Thursday,October,180,Tram,M5,Südkreuz,Kottbusser Tor,1.0
2024-08-21,18,Wednesday,August,788,Train,S41,Alexanderplatz,Südkreuz,0.788
2025-09-25,23,Thursday,September,434,Train,S41,Alexanderplatz,Ostkreuz,0.434
2025-03-25,11,Tuesday,March,558,Train,S7,Alexanderplatz,Airport BER,0.558
2024-05-04,16,Saturday,May,492,Train,S5,Berlin Hauptbahnhof,Hackescher Markt,0.492
2025-10-29,20,Wednesday,October,114,Tram,M5,Alexanderplatz,Leopoldplatz,0.633
2025-05-18,9,Sunday,May,286,Metro,U2,Zoologischer Garten,Warschauer Straße,0.477
2024-02-07,5,Wednesday,February,579,Train,S7,Hackescher Markt,Ostkreuz,0.579
2024-07-17,23,Wednesday,July,36,Bus,X9,Kottbusser Tor,Ostkreuz,0.6
2024-05-12,18,Sunday,May,557,Train,S41,Berlin Hauptbahnhof,Ostkreuz,0.557
2025-10-20,11,Monday,October,595,Train,S41,Warschauer Straße,Airport BER,0.595
2024-11-30,18,Saturday,November,89,Tram,M1,Berlin Hauptbahnhof,Kottbusser Tor,0.494
2025-09-20,23,Saturday,September,27,Bus,M29,Leopoldplatz,Zoologischer Garten,0.338
2025-02-03,18,Monday,February,600,Metro,U8,Berlin Hauptbahnhof,Südkreuz,1.0
2025-01-22,11,Wednesday,January,395,Metro,U8,Warschauer Straße,Potsdamer Platz,0.658
2024-09-25,21,Wednesday,September,517,Train,S41,Zoologischer Garten,Ostkreuz,0.517
2024-04-08,11,Monday,April,302,Metro,U2,Airport BER,Hackescher Markt,0.503
2024-05-14,20,Tuesday,May,276,Metro,U1,Warschauer Straße,Airport BER,0.46
2024-09-25,20,Wednesday,September,707,Train,S7,Warschauer Straße,Berlin Hauptbahnhof,0.707
2025-08-13,19,Wednesday,August,49,Bus,X9,Alexanderplatz,Warschauer Straße,0.817
2024-05-25,13,Saturday,May,24,Tram,M1,Potsdamer Platz,Alexanderplatz,0.133
2024-04-24,16,Wednesday,April,983,Train,S5,Berlin Hauptbahnhof,Warschauer Straße,0.983
2025-04-14,5,Monday,April,540,Train,S7,Hackescher Markt,Zoologischer Garten,0.54
2024-01-14,11,Sunday,January,72,Tram,M5,Airport BER,Kottbusser Tor,0.4
2024-07-19,22,Friday,July,341,Metro,U1,Kottbusser Tor,Friedrichstraße,0.568
2024-08-10,9,Saturday,August,235,Metro,U1,Hackescher Markt,Südkreuz,0.392
2025-04-04,16,Friday,April,153,Tram,M5,Potsdamer Platz,Ostkreuz,0.85
2025-07-22,14,Tuesday,July,95,Tram,M1,Berlin Hauptbahnhof,Friedrichstraße,0.528
