Date,Time_Hour,Temperature_C,Weather_Condition,Season,Humidity_Percent,Wind_Speed_kmh,Precipitation_mm,Pressure_hPa,Visibility_km
2023-03-24,6,36.3,Clear,Spring,20,12.3,0.9,1008.25,18.7
2023-03-24,7,34.9,Thunderstorms,Spring,20,24.2,0.0,1000.52,17.9
2023-03-24,8,34.2,Clear,Spring,22,10.0,0.0,1026.53,11.6
2023-03-24,9,32.1,Clear,Spring,23,10.9,0.4,1010.93,15.7
2023-03-24,10,35.9,Thunderstorms,Spring,31,13.1,8.4,1025.81,15.7
2023-03-24,11,32.2,Sunny,Spring,20,21.7,0.7,1026.85,5.0
2023-03-24,12,31.1,Sunny,Spring,27,16.5,0.4,1011.72,17.4
2023-03-24,13,31.6,Clear,Spring,29,8.7,0.0,1021.26,21.7
2023-03-24,14,29.4,Clear,Spring,20,6.6,0.0,1027.35,16.5
2023-03-24,15,27.0,Thunderstorms,Spring,46,0.0,8.6,1031.9,14.3
2023-03-24,16,25.3,Sunny,Spring,22,16.2,0.1,1030.48,17.5
2023-03-24,17,23.0,Clear,Spring,43,15.7,0.0,1023.03,21.7
2023-03-24,18,24.6,Thunderstorms,Spring,22,27.8,6.7,1030.68,14.7
2023-03-24,19,25.8,Clear,Spring,20,0.2,0.0,1018.91,7.2
2023-03-24,20,23.8,Thunderstorms,Spring,23,6.5,5.4,1007.17,9.4
2023-03-24,21,27.1,Thunderstorms,Spring,22,7.7,4.1,1003.29,27.3
2023-03-24,22,27.2,Clear,Spring,37,19.6,0.3,1029.18,16.0
2023-03-24,23,27.2,Thunderstorms,Spring,20,7.9,8.8,1029.3,22.8
2023-03-25,0,26.3,Clear,Spring,36,24.0,0.0,1018.04,18.2
2023-03-25,1,33.8,Clear,Spring,20,10.0,0.0,1001.28,20.2
2023-03-25,2,31.7,Sunny,Spring,20,20.1,0.7,1006.3,14.3
2023-03-25,3,33.9,Sunny,Spring,20,0.0,0.0,995.14,15.1
2023-03-25,4,35.1,Thunderstorms,Spring,20,7.2,6.9,1011.76,23.9
2023-03-25,5,32.2,Sunny,Spring,37,33.7,0.0,1009.15,14.4
2023-03-25,6,32.4,Clear,Spring,25,10.0,0.6,1002.36,18.8
2023-03-25,7,37.4,Clear,Spring,20,0.0,0.0,1007.76,11.9
2023-03-25,8,35.0,Thunderstorms,Spring,20,21.2,2.0,1004.24,17.0
2023-03-25,9,34.1,Sunny,Spring,20,2.8,1.3,1013.48,23.5
2023-03-25,10,28.2,Thunderstorms,Spring,24,15.4,8.3,1017.81,18.2
2023-03-25,11,33.0,Clear,Spring,20,15.7,0.0,1034.57,9.9
2023-03-25,12,32.6,Clear,Spring,28,11.4,0.7,1007.48,17.7
2023-03-25,13,30.9,Sunny,Spring,20,13.2,0.0,1012.41,13.1
2023-03-25,14,31.7,Thunderstorms,Spring,20,12.7,5.5,1023.04,19.5
2023-03-25,15,29.8,Sunny,Spring,32,23.1,0.0,1008.44,16.8
2023-03-25,16,25.0,Thunderstorms,Spring,21,17.5,6.4,1006.33,8.4
2023-03-25,17,20.4,Thunderstorms,Spring,55,8.7,1.0,1004.47,11.7
2023-03-25,18,25.3,Thunderstorms,Spring,38,20.8,0.6,1018.53,21.6
2023-03-25,19,22.4,Sunny,Spring,38,20.0,0.3,1016.47,11.7
2023-03-25,20,23.7,Clear,Spring,30,19.5,0.0,995.59,18.3
2023-03-25,21,25.5,Sunny,Spring,28,28.0,0.0,1012.17,14.1
2023-03-25,22,27.6,Clear,Spring,28,4.0,0.2,1007.17,15.9
2023-03-25,23,28.2,Clear,Spring,20,0.6,0.0,1027.53,11.3
2023-03-26,0,30.6,Sunny,Spring,27,15.5,0.0,1014.93,14.4
2023-03-26,1,32.4,Clear,Spring,20,26.6,0.0,1017.84,16.8
2023-03-26,2,31.4,Sunny,Spring,20,14.0,0.7,1023.39,18.6
2023-03-26,3,30.1,Clear,Spring,35,10.5,0.3,1012.4,8.8
2023-03-26,4,32.5,Clear,Spring,20,5.0,1.0,1035.21,17.3
2023-03-26,5,37.3,Sunny,Spring,20,11.5,0.0,1006.01,5.0
2023-03-26,6,36.1,Clear,Spring,20,17.4,0.0,1010.63,18.9
2023-03-26,7,35.9,Sunny,Spring,20,6.9,0.0,998.85,7.1
2023-03-26,8,37.4,Thunderstorms,Spring,20,10.0,2.9,1006.27,15.1
2023-03-26,9,33.1,Clear,Spring,20,16.1,0.0,1006.52,16.8
2023-03-26,10,32.1,Clear,Spring,20,22.7,0.2,1004.92,11.9
2023-03-26,11,26.6,Thunderstorms,Spring,20,21.3,2.3,1002.33,11.2
2023-03-26,12,31.5,Thunderstorms,Spring,20,18.0,0.4,1007.06,13.6
2023-03-26,13,30.2,Thunderstorms,Spring,38,13.1,0.2,1015.48,5.0
2023-03-26,14,27.9,Clear,Spring,27,24.7,0.0,1009.47,17.5
2023-03-26,15,28.1,Clear,Spring,40,15.1,0.4,1022.23,20.9
2023-03-26,16,25.1,Thunderstorms,Spring,28,16.8,2.6,1018.43,14.1
2023-03-26,17,24.9,Thunderstorms,Spring,27,17.2,1.8,1008.7,17.3
2023-03-26,18,25.6,Thunderstorms,Spring,60,17.0,6.2,1019.74,15.2
2023-03-26,19,26.6,Clear,Spring,20,23.2,0.0,1009.74,14.3
2023-03-26,20,27.5,Thunderstorms,Spring,20,22.9,6.9,1001.06,14.5
2023-03-26,21,30.9,Thunderstorms,Spring,20,17.7,0.0,1018.17,15.3
2023-03-26,22,28.8,Sunny,Spring,21,15.5,0.1,997.46,22.6
2023-03-26,23,27.6,Sunny,Spring,24,10.8,0.0,986.27,14.7
2023-03-27,0,33.6,Sunny,Spring,29,5.8,0.0,1015.09,15.2
2023-03-27,1,30.6,Clear,Spring,23,12.8,0.0,1017.89,19.1
2023-03-27,2,33.5,Clear,Spring,20,30.3,0.0,1023.33,16.0
2023-03-27,3,34.5,Clear,Spring,20,21.1,0.0,1019.89,20.0
2023-03-27,4,33.8,Sunny,Spring,20,5.2,1.0,1010.62,17.0
2023-03-27,5,33.3,Clear,Spring,25,23.9,0.0,1016.66,18.5
2023-03-27,6,35.3,Clear,Spring,20,19.4,0.0,1008.5,6.0
2023-03-27,7,34.0,Sunny,Spring,20,23.6,0.0,1004.2,14.9
2023-03-27,8,31.9,Thunderstorms,Spring,20,11.6,5.1,998.85,21.6
2023-03-27,9,32.9,Clear,Spring,21,6.6,0.0,1018.09,26.4
2023-03-27,10,33.6,Clear,Spring,20,15.1,0.5,1011.4,20.2
2023-03-27,11,35.1,Sunny,Spring,20,0.0,0.0,1007.78,16.6
2023-03-27,12,30.3,Sunny,Spring,26,12.6,0.1,1006.01,21.4
2023-03-27,13,28.5,Clear,Spring,27,22.1,0.1,1008.17,16.6
2023-03-27,14,24.4,Thunderstorms,Spring,30,3.4,7.8,1017.35,19.0
2023-03-27,15,27.1,Clear,Spring,25,10.4,0.0,991.98,19.0
2023-03-27,16,29.0,Thunderstorms,Spring,20,21.2,7.3,1015.21,14.3
2023-03-27,17,28.2,Clear,Spring,20,21.3,0.0,998.09,15.9
2023-03-27,18,23.7,Sunny,Spring,43,28.8,0.5,1016.57,6.0
2023-03-27,19,25.0,Thunderstorms,Spring,20,14.2,5.6,994.17,11.4
2023-03-27,20,25.6,Clear,Spring,37,19.9,0.1,1011.1,15.8
2023-03-27,21,26.8,Thunderstorms,Spring,26,17.0,0.0,1005.68,20.9
2023-03-27,22,25.6,Thunderstorms,Spring,20,15.2,5.8,1012.55,7.7
2023-03-27,23,32.0,Sunny,Spring,27,24.9,0.7,1023.44,28.0
2023-03-28,0,29.1,Clear,Spring,22,14.3,0.1,1023.01,16.2
2023-03-28,1,33.3,Thunderstorms,Spring,20,12.1,3.6,1017.32,21.2
2023-03-28,2,35.5,Sunny,Spring,20,12.0,0.3,1008.16,13.8
2023-03-28,3,34.0,Thunderstorms,Spring,21,0.9,6.4,1011.43,14.5
2023-03-28,4,35.0,Sunny,Spring,20,22.5,0.9,1030.3,17.3
2023-03-28,5,35.4,Thunderstorms,Spring,20,20.2,0.0,1008.89,18.0
2023-03-28,6,34.1,Sunny,Spring,20,10.0,0.3,1000.52,10.2
2023-03-28,7,34.2,Sunny,Spring,20,13.9,0.9,1000.96,8.1
2023-03-28,8,33.9,Sunny,Spring,20,10.2,0.0,1020.74,12.6
2023-03-28,9,36.4,Thunderstorms,Spring,20,13.2,5.3,994.52,17.8
2023-03-28,10,31.2,Sunny,Spring,20,3.0,0.8,1018.29,14.0
2023-03-28,11,30.6,Thunderstorms,Spring,20,2.5,7.0,1020.11,23.3
2023-03-28,12,29.2,Sunny,Spring,24,18.7,0.3,1029.33,10.6
2023-03-28,13,26.6,Clear,Spring,20,3.1,0.3,1031.35,13.7
2023-03-28,14,23.2,Clear,Spring,41,31.0,0.9,1004.82,17.4
2023-03-28,15,27.4,Clear,Spring,26,7.3,0.4,1009.02,25.4
2023-03-28,16,25.3,Sunny,Spring,26,19.7,1.1,1022.69,9.8
2023-03-28,17,24.9,Clear,Spring,35,7.5,0.1,1014.78,14.2
2023-03-28,18,26.8,Sunny,Spring,26,18.5,0.3,1023.09,18.5
2023-03-28,19,31.2,Thunderstorms,Spring,22,0.0,2.4,1010.69,20.0
2023-03-28,20,25.8,Thunderstorms,Spring,33,13.8,5.6,1008.18,8.9
2023-03-28,21,24.8,Sunny,Spring,39,19.6,0.4,1006.62,18.3
2023-03-28,22,25.6,Thunderstorms,Spring,20,7.3,8.7,1026.09,18.1
2023-03-28,23,28.6,Sunny,Spring,40,11.9,0.4,1021.65,11.5
2023-03-29,0,30.9,Sunny,Spring,20,12.6,0.0,1023.6,12.9
2023-03-29,1,28.5,Thunderstorms,Spring,20,9.8,0.0,1009.16,12.6
2023-03-29,2,32.1,Clear,Spring,20,22.3,0.0,1027.82,12.3
2023-03-29,3,32.5,Sunny,Spring,20,15.8,0.0,1004.98,14.6
2023-03-29,4,35.3,Sunny,Spring,20,23.9,0.0,996.24,14.0
2023-03-29,5,34.2,Sunny,Spring,20,17.0,0.0,1009.98,16.0
2023-03-29,6,34.0,Clear,Spring,20,19.7,0.2,1005.78,12.0
2023-03-29,7,33.9,Clear,Spring,20,6.4,0.0,1030.59,9.1
2023-03-29,8,37.9,Thunderstorms,Spring,20,10.1,5.9,995.94,10.8
2023-03-29,9,29.8,Clear,Spring,24,27.8,0.0,1021.85,15.7
2023-03-29,10,30.4,Clear,Spring,20,17.9,0.0,1007.21,16.0
2023-03-29,11,32.2,Sunny,Spring,20,15.1,0.2,1030.17,22.5
2023-03-29,12,28.2,Sunny,Spring,20,17.6,0.0,1014.36,15.9
2023-03-29,13,29.6,Clear,Spring,32,15.7,0.0,1023.0,14.0
2023-03-29,14,28.1,Sunny,Spring,21,18.3,0.2,1000.52,10.7
2023-03-29,15,25.2,Sunny,Spring,38,17.1,0.5,1010.18,11.0
2023-03-29,16,23.5,Sunny,Spring,46,9.7,0.5,1001.54,16.8
2023-03-29,17,26.1,Sunny,Spring,24,22.8,0.2,990.84,7.2
2023-03-29,18,25.4,Thunderstorms,Spring,47,12.6,0.0,1016.26,9.2
2023-03-29,19,22.5,Clear,Spring,32,18.0,0.6,1019.97,18.0
2023-03-29,20,27.3,Clear,Spring,20,12.1,0.2,1009.48,5.0
2023-03-29,21,26.3,Thunderstorms,Spring,20,14.0,2.1,1011.39,5.4
2023-03-29,22,28.1,Sunny,Spring,20,12.9,0.5,996.18,19.2
2023-03-29,23,30.8,Clear,Spring,20,7.9,0.3,1025.57,19.1
2023-03-30,0,29.2,Thunderstorms,Spring,24,0.0,6.2,1019.05,12.1
2023-03-30,1,34.1,Clear,Spring,20,24.3,0.4,1009.24,16.8
2023-03-30,2,35.9,Clear,Spring,20,23.7,0.0,1015.73,15.4
2023-03-30,3,35.2,Clear,Spring,20,11.5,0.0,1025.19,23.1
2023-03-30,4,31.7,Thunderstorms,Spring,20,3.6,2.0,1024.07,13.8
2023-03-30,5,34.6,Sunny,Spring,22,6.8,0.0,1024.62,19.0
2023-03-30,6,34.7,Clear,Spring,20,27.5,0.7,1002.15,9.4
2023-03-30,7,33.6,Thunderstorms,Spring,20,13.0,7.2,1012.52,15.1
2023-03-30,8,36.2,Sunny,Spring,20,22.5,0.0,1011.98,10.4
2023-03-30,9,32.0,Sunny,Spring,20,26.9,0.0,1009.77,14.8
2023-03-30,10,30.7,Thunderstorms,Spring,20,15.3,0.0,1003.05,7.4
2023-03-30,11,29.9,Sunny,Spring,30,18.7,0.0,1006.13,5.0
2023-03-30,12,30.8,Sunny,Spring,20,7.2,0.0,1011.68,15.9
2023-03-30,13,31.3,Clear,Spring,31,16.9,0.3,1009.33,8.2
2023-03-30,14,25.6,Thunderstorms,Spring,22,13.4,6.5,1013.44,13.1
2023-03-30,15,27.3,Clear,Spring,44,22.9,0.5,1021.44,21.6
2023-03-30,16,21.2,Clear,Spring,39,10.7,0.0,1010.3,19.5
2023-03-30,17,24.9,Sunny,Spring,23,21.4,0.0,1018.0,18.1
2023-03-30,18,23.5,Clear,Spring,22,16.0,0.0,1020.8,21.6
2023-03-30,19,22.2,Sunny,Spring,36,22.4,0.5,1025.95,9.3
2023-03-30,20,24.5,Thunderstorms,Spring,20,9.7,7.3,1006.7,11.3
2023-03-30,21,26.0,Sunny,Spring,29,23.4,1.3,994.03,22.0
2023-03-30,22,29.0,Clear,Spring,20,20.9,0.1,1029.81,15.7
2023-03-30,23,25.8,Sunny,Spring,20,26.9,0.9,1018.78,18.3
2023-03-31,0,29.6,Sunny,Spring,28,13.1,0.3,1004.61,13.1
2023-03-31,1,30.8,Clear,Spring,20,0.0,0.5,1018.8,13.7
2023-03-31,2,34.2,Clear,Spring,21,1.5,0.1,998.15,11.6
2023-03-31,3,37.0,Thunderstorms,Spring,20,13.4,0.0,996.63,16.5
2023-03-31,4,32.7,Thunderstorms,Spring,20,8.2,2.4,1036.65,11.2
2023-03-31,5,33.9,Sunny,Spring,20,20.2,0.1,994.47,15.8
2023-03-31,6,34.4,Clear,Spring,20,15.9,0.2,1011.42,18.3
2023-03-31,7,32.5,Clear,Spring,20,16.9,0.6,1020.32,18.0
2023-03-31,8,35.0,Sunny,Spring,20,10.0,0.0,1022.61,6.9
2023-03-31,9,32.1,Sunny,Spring,20,27.1,0.0,1015.39,22.7
2023-03-31,10,35.6,Sunny,Spring,20,6.5,0.0,1007.43,11.7
2023-03-31,11,27.8,Clear,Spring,33,15.5,0.2,1014.15,16.0
2023-03-31,12,32.1,Clear,Spring,20,27.7,0.2,1027.45,16.3
2023-03-31,13,27.0,Clear,Spring,29,22.0,0.4,1009.13,14.3
2023-03-31,14,29.4,Clear,Spring,21,3.9,0.0,1018.06,16.2
2023-03-31,15,26.6,Thunderstorms,Spring,20,25.3,0.0,1005.12,18.3
2023-03-31,16,25.5,Thunderstorms,Spring,37,25.8,0.5,990.11,12.5
2023-03-31,17,27.5,Clear,Spring,20,20.4,0.0,1011.34,16.3
2023-03-31,18,26.3,Sunny,Spring,28,7.2,0.0,1026.7,11.5
2023-03-31,19,29.2,Sunny,Spring,32,28.7,0.0,1017.88,13.7
2023-03-31,20,21.9,Thunderstorms,Spring,37,16.1,5.4,1020.55,13.1
2023-03-31,21,22.2,Sunny,Spring,20,28.3,0.2,1009.47,17.2
2023-03-31,22,27.6,Thunderstorms,Spring,20,29.2,3.9,998.97,16.7
2023-03-31,23,30.0,Clear,Spring,31,22.7,0.0,1004.85,15.7
2023-04-01,0,32.9,Clear,Spring,20,1.0,0.2,1010.5,15.3
2023-04-01,1,30.7,Sunny,Spring,26,15.5,0.0,1005.94,20.6
2023-04-01,2,28.0,Thunderstorms,Spring,20,19.5,0.9,1006.96,23.6
2023-04-01,3,31.1,Thunderstorms,Spring,20,15.8,5.1,1004.28,14.5
2023-04-01,4,32.3,Sunny,Spring,30,6.3,0.0,1007.22,5.0
2023-04-01,5,34.4,Thunderstorms,Spring,20,17.1,0.0,1010.01,12.9
2023-04-01,6,33.1,Clear,Spring,20,24.7,0.0,1011.38,7.2
2023-04-01,7,34.3,Sunny,Spring,20,19.2,0.0,1015.35,20.0
2023-04-01,8,33.9,Thunderstorms,Spring,20,12.1,0.9,983.5,21.4
2023-04-01,9,33.9,Thunderstorms,Spring,20,15.0,2.1,1009.49,10.8
2023-04-01,10,34.2,Thunderstorms,Spring,22,16.3,10.4,990.27,10.7
2023-04-01,11,32.2,Sunny,Spring,20,18.6,0.0,1001.47,9.5
2023-04-01,12,30.9,Clear,Spring,20,11.4,0.0,1008.99,10.0
2023-04-01,13,27.8,Thunderstorms,Spring,34,7.0,1.9,1008.23,16.7
2023-04-01,14,28.6,Clear,Spring,26,17.3,0.0,1019.15,23.8
2023-04-01,15,26.4,Sunny,Spring,28,23.1,0.2,1035.17,8.1
2023-04-01,16,24.7,Thunderstorms,Spring,24,13.0,0.0,1040.79,16.0
2023-04-01,17,27.0,Clear,Spring,41,11.3,0.4,1027.93,15.5
2023-04-01,18,24.9,Clear,Spring,43,14.9,0.8,1010.99,19.7
2023-04-01,19,22.8,Clear,Spring,27,10.1,0.6,1008.67,9.7
2023-04-01,20,23.3,Clear,Spring,36,4.1,0.0,1010.84,21.1
2023-04-01,21,26.8,Sunny,Spring,20,17.6,1.1,1024.59,5.0
2023-04-01,22,29.2,Sunny,Spring,22,1.2,0.5,1013.27,20.1
2023-04-01,23,26.8,Clear,Spring,20,23.4,0.0,1031.06,12.1
2023-04-02,0,26.5,Thunderstorms,Spring,44,11.1,0.0,1011.68,16.1
2023-04-02,1,35.4,Sunny,Spring,20,0.0,0.9,1015.25,8.7
2023-04-02,2,35.3,Clear,Spring,20,28.3,0.1,1003.26,16.4
2023-04-02,3,29.8,Sunny,Spring,20,3.6,0.1,1001.6,20.6
2023-04-02,4,35.9,Thunderstorms,Spring,20,24.9,1.9,1002.16,13.8
2023-04-02,5,32.3,Clear,Spring,24,22.4,0.1,1016.07,20.0
2023-04-02,6,34.6,Thunderstorms,Spring,20,8.0,5.6,1018.3,19.3
2023-04-02,7,35.1,Sunny,Spring,20,25.2,0.0,1018.02,15.7
2023-04-02,8,35.0,Clear,Spring,20,9.5,0.0,1007.36,13.4
2023-04-02,9,37.3,Clear,Spring,20,26.9,0.1,1004.12,13.3
2023-04-02,10,33.8,Clear,Spring,20,12.0,0.2,1011.4,8.3
2023-04-02,11,33.2,Thunderstorms,Spring,20,15.3,3.2,1004.93,13.0
2023-04-02,12,34.2,Clear,Spring,21,22.7,0.0,1040.39,21.4
2023-04-02,13,30.0,Clear,Spring,20,17.6,0.0,999.24,5.0
2023-04-02,14,30.7,Thunderstorms,Spring,22,21.6,0.0,1014.39,11.4
2023-04-02,15,23.5,Sunny,Spring,31,22.2,0.0,1023.6,17.4
2023-04-02,16,27.0,Sunny,Spring,31,17.4,0.0,993.71,5.6
2023-04-02,17,23.6,Clear,Spring,20,0.5,0.0,1011.8,14.3
2023-04-02,18,27.6,Clear,Spring,38,13.4,0.7,1017.24,12.4
2023-04-02,19,23.8,Clear,Spring,43,10.5,0.7,1020.09,15.1
2023-04-02,20,26.9,Clear,Spring,31,22.1,0.9,995.88,16.7
2023-04-02,21,25.1,Thunderstorms,Spring,22,29.5,8.8,989.96,23.9
2023-04-02,22,30.6,Sunny,Spring,28,12.0,0.0,1024.76,13.0
2023-04-02,23,26.3,Thunderstorms,Spring,26,20.8,3.7,1023.62,10.1
2023-04-03,0,30.0,Clear,Spring,23,4.4,0.0,1014.7,15.3
2023-04-03,1,30.7,Clear,Spring,24,17.5,0.0,1003.55,17.4
2023-04-03,2,31.3,Sunny,Spring,20,6.2,0.4,992.77,16.8
2023-04-03,3,35.2,Sunny,Spring,20,21.0,0.0,995.07,15.8
2023-04-03,4,32.9,Thunderstorms,Spring,20,24.0,9.7,1017.24,17.9
2023-04-03,5,37.2,Sunny,Spring,20,11.8,0.7,1012.28,10.6
2023-04-03,6,33.5,Thunderstorms,Spring,21,12.9,0.0,1014.81,9.5
2023-04-03,7,37.0,Sunny,Spring,21,21.5,1.1,1015.91,5.0
2023-04-03,8,34.1,Clear,Spring,20,23.1,0.5,1015.25,5.0
2023-04-03,9,32.4,Sunny,Spring,20,20.0,0.0,1006.62,20.4
2023-04-03,10,32.6,Thunderstorms,Spring,20,14.4,8.6,1019.92,9.0
2023-04-03,11,31.2,Sunny,Spring,20,18.1,0.3,1013.61,15.3
2023-04-03,12,30.9,Clear,Spring,20,25.0,0.2,1008.19,8.8
2023-04-03,13,28.2,Thunderstorms,Spring,22,18.4,11.6,1012.94,15.9
2023-04-03,14,27.8,Clear,Spring,20,10.2,0.0,1018.68,8.0
2023-04-03,15,26.4,Clear,Spring,31,18.6,0.0,1001.37,8.7
2023-04-03,16,27.5,Sunny,Spring,30,21.8,0.8,1025.68,18.5
2023-04-03,17,27.8,Clear,Spring,23,13.3,0.2,1009.57,14.3
2023-04-03,18,25.1,Sunny,Spring,32,7.0,0.5,1022.55,12.4
2023-04-03,19,23.3,Clear,Spring,24,5.7,0.0,1019.37,9.8
2023-04-03,20,26.4,Sunny,Spring,39,14.2,0.0,1013.04,21.9
2023-04-03,21,24.2,Sunny,Spring,20,0.0,0.1,1036.74,20.7
2023-04-03,22,28.4,Sunny,Spring,25,23.3,0.0,1014.67,16.0
2023-04-03,23,27.7,Clear,Spring,29,17.1,0.9,1012.73,16.7
2023-04-04,0,30.9,Thunderstorms,Spring,25,0.0,4.0,1009.83,18.8
2023-04-04,1,29.9,Clear,Spring,24,30.4,1.4,1017.61,15.5
2023-04-04,2,31.1,Sunny,Spring,20,22.8,0.5,1008.63,19.5
2023-04-04,3,32.0,Thunderstorms,Spring,20,17.9,2.7,1017.63,12.2
2023-04-04,4,33.3,Clear,Spring,20,14.1,0.0,1001.19,15.6
2023-04-04,5,37.2,Clear,Spring,20,9.9,0.0,1031.98,15.7
2023-04-04,6,35.5,Thunderstorms,Spring,20,7.0,0.0,1010.1,11.6
2023-04-04,7,35.6,Thunderstorms,Spring,20,3.2,5.8,1025.5,15.4
2023-04-04,8,35.7,Clear,Spring,20,14.3,0.2,1007.79,20.5
2023-04-04,9,34.6,Thunderstorms,Spring,20,6.1,1.8,1005.83,19.2
2023-04-04,10,32.7,Sunny,Spring,20,30.2,0.0,1018.68,14.6
2023-04-04,11,32.4,Clear,Spring,20,7.6,0.2,1022.54,18.1
2023-04-04,12,27.0,Clear,Spring,34,14.1,0.5,1015.94,14.6
2023-04-04,13,30.5,Thunderstorms,Spring,20,29.9,0.9,1008.7,14.7
2023-04-04,14,25.3,Clear,Spring,46,8.3,0.0,1019.77,17.9
2023-04-04,15,26.1,Clear,Spring,26,11.0,0.0,1002.56,12.1
2023-04-04,16,27.8,Sunny,Spring,25,18.2,0.1,1018.82,17.8
2023-04-04,17,24.8,Clear,Spring,20,29.2,0.0,1004.77,9.5
2023-04-04,18,25.7,Clear,Spring,20,22.2,0.7,1005.16,23.9
2023-04-04,19,23.3,Sunny,Spring,25,30.7,0.1,1021.75,11.2
2023-04-04,20,29.4,Clear,Spring,20,11.7,0.0,1027.41,20.7
2023-04-04,21,23.7,Clear,Spring,35,9.0,0.2,999.95,14.1
2023-04-04,22,24.8,Clear,Spring,32,16.6,0.8,1020.18,19.6
2023-04-04,23,29.7,Clear,Spring,20,30.0,0.0,1016.25,18.4
2023-04-05,0,30.3,Thunderstorms,Spring,20,5.3,0.0,1019.31,16.7
2023-04-05,1,31.5,Clear,Spring,26,23.0,0.0,1017.62,15.3
2023-04-05,2,26.1,Sunny,Spring,51,20.6,0.0,1016.63,9.3
2023-04-05,3,34.4,Clear,Spring,27,18.0,0.5,1030.18,11.6
2023-04-05,4,33.9,Sunny,Spring,20,13.1,0.1,1002.76,6.6
2023-04-05,5,37.9,Thunderstorms,Spring,20,5.3,4.0,1019.67,16.4
2023-04-05,6,34.2,Thunderstorms,Spring,20,7.5,6.9,1016.71,7.4
2023-04-05,7,34.0,Sunny,Spring,20,10.3,0.0,1008.95,16.6
2023-04-05,8,34.6,Sunny,Spring,20,15.1,0.0,1009.04,16.8
2023-04-05,9,31.6,Thunderstorms,Spring,43,8.3,3.1,1009.93,20.1
2023-04-05,10,32.5,Thunderstorms,Spring,20,10.9,1.4,1006.35,11.2
2023-04-05,11,30.8,Clear,Spring,20,11.3,0.4,1007.33,5.0
2023-04-05,12,30.1,Thunderstorms,Spring,20,9.6,2.2,1004.66,17.8
2023-04-05,13,29.6,Sunny,Spring,32,32.9,0.1,1023.83,14.6
2023-04-05,14,31.4,Sunny,Spring,20,18.2,0.9,1010.62,11.0
2023-04-05,15,22.9,Thunderstorms,Spring,51,22.5,3.9,1014.31,14.9
2023-04-05,16,27.8,Thunderstorms,Spring,29,27.1,6.9,1019.82,11.3
2023-04-05,17,26.9,Clear,Spring,20,13.9,0.8,1009.86,10.5
2023-04-05,18,26.5,Clear,Spring,32,12.2,0.0,1001.69,13.6
2023-04-05,19,25.1,Sunny,Spring,30,11.4,0.4,1002.14,20.2
2023-04-05,20,27.4,Clear,Spring,20,9.0,0.0,1010.12,17.9
2023-04-05,21,27.5,Clear,Spring,20,16.9,0.6,1005.21,16.6
2023-04-05,22,27.4,Clear,Spring,36,12.7,0.1,1027.5,21.7
2023-04-05,23,28.4,Sunny,Spring,20,14.9,0.0,1024.88,17.3
2023-04-06,0,29.2,Thunderstorms,Spring,20,9.7,0.0,1006.69,9.7
2023-04-06,1,28.7,Clear,Spring,20,13.4,0.6,1006.85,20.5
2023-04-06,2,31.2,Sunny,Spring,28,27.6,0.0,1024.86,17.1
2023-04-06,3,34.9,Thunderstorms,Spring,20,30.7,8.9,1009.91,19.9
2023-04-06,4,35.4,Sunny,Spring,20,11.2,0.2,1024.45,17.5
2023-04-06,5,34.5,Thunderstorms,Spring,20,5.7,0.0,1013.1,11.4
2023-04-06,6,36.6,Thunderstorms,Spring,20,7.0,2.9,1000.86,22.2
2023-04-06,7,35.0,Clear,Spring,20,8.8,0.1,1010.14,19.2
2023-04-06,8,33.0,Thunderstorms,Spring,20,15.2,6.7,1024.36,18.5
2023-04-06,9,32.4,Thunderstorms,Spring,30,30.3,0.8,1018.37,13.8
2023-04-06,10,30.9,Thunderstorms,Spring,20,15.3,0.0,1007.72,25.3
2023-04-06,11,29.4,Sunny,Spring,23,3.3,0.5,1027.45,11.3
2023-04-06,12,32.1,Sunny,Spring,20,17.8,0.7,1025.05,19.2
2023-04-06,13,28.2,Sunny,Spring,28,1.7,0.1,1016.76,15.4
2023-04-06,14,28.9,Thunderstorms,Spring,20,8.3,5.5,1013.06,14.0
2023-04-06,15,23.9,Thunderstorms,Spring,40,0.0,5.4,1019.45,9.2
2023-04-06,16,23.3,Thunderstorms,Spring,20,17.0,2.9,1017.71,22.3
2023-04-06,17,25.1,Thunderstorms,Spring,27,1.4,0.8,1005.44,19.6
2023-04-06,18,27.4,Thunderstorms,Spring,20,19.6,0.0,1026.61,21.8
2023-04-06,19,25.8,Clear,Spring,25,17.3,0.0,1013.12,9.4
2023-04-06,20,20.1,Thunderstorms,Spring,23,15.9,0.0,1018.16,22.0
2023-04-06,21,26.2,Clear,Spring,28,16.4,0.1,998.64,12.8
2023-04-06,22,28.7,Thunderstorms,Spring,20,20.9,2.9,1007.17,12.2
2023-04-06,23,28.9,Sunny,Spring,20,15.6,0.6,995.05,7.8
2023-04-07,0,29.8,Sunny,Spring,27,18.4,0.1,1027.31,12.2
2023-04-07,1,30.6,Clear,Spring,21,16.7,0.3,1006.93,16.1
2023-04-07,2,31.3,Sunny,Spring,20,12.4,0.1,1011.9,12.3
2023-04-07,3,28.5,Sunny,Spring,31,6.9,1.3,992.58,13.3
2023-04-07,4,36.7,Clear,Spring,20,14.2,0.0,1018.39,17.5
2023-04-07,5,36.6,Sunny,Spring,20,9.3,0.6,1006.93,14.7
